标题,行政区,地标,具体位置,地址,建筑面积/平方米,总价(万),每平方米价格(元),等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
珠江新城裙楼526方售4800万  稳定收租300万一年 笋,天河,珠江新城西,社区底商?1层,华利路,526.0,4800.0,89000.0,"""道路""",113.32517651395124,23.12351091630074,113.33170754135647,23.12926453586395
高档时尚酒窖会所地铁出口附近！,天河,东圃,临街门面?2层,汇诚商务大厦,300.0,88.0,70000.0,"""商务大厦""",113.41144851747329,23.125423130467984,113.41787219988733,23.131700163148506
直售商铺，整栋楼也有3房1厅,广州,白云,商业街店铺?1层,太和,160.0,47.0,389800.0,"""区县""",121.11045324939532,41.11510930713197,121.11694270842267,41.12109611325714
商铺直售.130多方,广州,白云,社区底商?1层,太和,130.0,48.0,379300.0,"""区县""",121.11045324939532,41.11510930713197,121.11694270842267,41.12109611325714
百信广场！业主急用钱，一口价18万卖断！证件齐全 带租约,白云,广园路,商业街店铺?1层,百信广场(商业),21.0,18.7,28800.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
保利锦绣公馆！广州大道北 可明火功能铺 总价120万起,白云,黄庄,临街门面?1层,保利锦绣公馆白贺路商铺,20.0,120.0,22300.0,"""地产小区""",113.3567267102317,23.24697815043732,113.36325202293658,23.252756409820085
保利锦绣公馆！广州大道北 可明火功能铺 总价120万起,白云,黄庄,临街门面?1层,保利锦绣公馆白贺路商铺,20.0,120.0,81600.0,"""地产小区""",113.3567267102317,23.24697815043732,113.36325202293658,23.252756409820085
无 随时可看！番禺广州南站 （临街商铺 独立红本 带租）,番禺,市桥北,商业街店铺?1层,广州南站(商业),25.0,28.9,13100.0,"""NoClass""",113.2811775999176,23.137089166749928,113.28759005910776,23.143424634615735
业主急卖！临街商铺（增城万达广场）证件齐全房管局当天过户,增城,荔城富鹏,商业街店铺?1层,增城万达广场(商业),40.0,65.7,11900.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
保利阅云台（白云城芯 三元里 ）明火餐饮街铺 总价228万,白云,新市,临街门面?1层,保利阅云台三元里大道商铺,42.0,228.0,30000.0,"""地产小区""",113.26038209686011,23.18998034968593,113.26686570692255,23.196160104679469
香港业主急售 一德路独栋6层 租户 近地铁口,越秀,一德路,临街门面,一德路商铺,878.0,2500.0,30000.0,"""道路""",113.26610392117694,23.119392725497563,113.2725354754527,23.125643079525696
(想买的来包您满意)五羊邨地铁口 旺铺位置靓 带租约出售,越秀,五羊新城,临街门面?1层,寺右新马路商铺,40.0,120.0,39700.0,"""道路""",113.31628249081177,23.12564014633913,113.32278581525253,23.131526430527776
特价单位！科学城丨合生中央城 可明火餐饮功能 商铺重磅上新,黄埔,香雪,临街门面?1层,合生中央城开源大道22号商铺,40.0,198.0,59000.0,"""地产小区""",113.5064560030937,23.159014990322495,113.51290226590463,23.165273206915154
本人房主出售，无中介费，价格可以聊,白云,同德围,社区底商?1层,同雅东街,46.83,60.0,1.28,"""道路""",113.24060500275898,23.17171955717802,113.24714911911303,23.17756140849335
大石家私城 收租王1.68万 7字铺位 各付各税 随时看,番禺,大石,临街门面?1层,105新地广场,41.0,400.0,13200.0,"""购物""",113.30827462629492,23.04908932954728,113.31477736714864,23.05512182332248
天河路 石牌桥地铁B出口(鲍师傅)店铺在经营中 带租约出售,天河,粤垦,写字楼配套?1层,保利丰兴广场(商业),24.0,15.8,71000.0,"""商务大厦""",113.33981979206453,23.138370439781473,113.34637145984654,23.144026813020635
5米层高 可明火带租9千（开发商直售）黄埔南岗万达金街旺铺,黄埔,开发西区,商业街店铺?1层,南岗万达广场,35.0,48.8,47800.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
（新盘）赤岗北 1000方单价2.1万 租金11.6万 随时,海珠,赤岗,临街门面?1层,泓景花园商铺,1083.0,2200.0,39700.0,"""地产小区""",113.33464914555082,23.103905350968359,113.34121177482889,23.109577793024014
（捡漏）萝岗万达金街（一点点经营中）带租约出售,黄埔,萝岗,商业街店铺?1层,萝岗万达金街,20.0,13.8,10500.0,"""道路""",113.3550931865776,23.01310631588819,113.36162242424321,23.01886310283408
荔湾广钢新城 常住20万人大型社区 一线临街 餐饮商铺 急售,荔湾,西塱,临街门面?1层,中海花湾壹号商铺,105.0,1300.0,12900.0,"""地产小区""",113.24533107787596,23.074511316033005,113.25186688561964,23.08043296965504
中山八路地铁站 临街马路边(一点点)店铺在经营中 带租约出售,荔湾,西关,社区底商?1层,中山八路商铺,15.0,26.6,38300.0,"""道路""",113.24245569177002,23.1312559030174,113.24896284318038,23.137121173155746
天河棠东地铁站！中洲盛年（带装修公寓 总价58万）,天河,车陂,写字楼配套?12层,中洲盛年招商中心-广州市天河区,28.0,58.0,34800.0,"""NoClass""",113.40257325903764,23.141982562763759,113.4089885977004,23.148316449625317
天河区东方一路 大型社区 一线临街商铺急售，年收租173万,天河,天河公园,临街门面?1层,华港花园商铺,378.23,2500.0,70800.0,"""地产小区""",113.36373771524309,23.1385420008184,113.37024240195143,23.144428868617184
回8厘珠江新城双门面街铺带租约售66平  售800万,天河,猎德,社区底商?1层,隽峰苑商铺,66.78,800.0,196000.0,"""地产小区""",113.33831486084417,23.125980653610968,113.34486480451774,23.13163805103883
超笋！业主亏钱急售 番禺万达广场 带租1万2出售 问价不亏！,番禺,市桥北,临街门面?1层,番禺万达广场(商业),25.0,34.8,162500.0,"""购物""",113.35521396375339,23.012052024871225,113.3617427423291,23.017810315003396
（急出）江南西商圈 裙楼1300方 单价仅1.9万 地铁口,海珠,前进路,临街门面?2层,江南大道中商铺,1300.0,2400.0,35500.0,"""道路""",113.27856874105638,23.1128690996927,113.28498736890963,23.11920548654968
（唯一） 金融城 独栋望江 会所 可餐饮 可按揭 免中介费,黄埔,鱼珠,临街门面?1层,保利鱼珠港(商业),2400.0,10000.0,112000.0,"""地产小区""",113.42398796408294,23.109123973698833,113.43045748895475,23.115227491737945
产权清晰无抵押！龙洞步行街 主街旺铺 客流集中 带租1万8卖,天河,龙口东,商业街店铺?1层,龙洞步行街,22.0,35.0,184200.0,"""道路""",113.37309500441525,23.200781806014115,113.37960032807261,23.206840070301579
天河区市中心地段！个人独立产权（长线租约稳定！无纠纷无抵押）,天河,龙口东,商业街店铺?1层,太古汇(商业),16.0,26.9,73000.0,"""购物""",113.33896083233617,23.14018415687486,113.34551327447925,23.145841197766456
天河区 金融城 大型社区 临街铺 急售,天河,珠村,社区底商?1层,保利香槟花园商铺,89.0,700.0,122100.0,"""地产小区""",113.3239399065866,23.12311092154843,113.33046782592236,23.12888049093467
荔湾花地大道大型社区临街商铺急售27米门面245方1000万,荔湾,坑口,临街门面?1层,四季花园商铺,245.1,1000.0,49700.0,"""地产小区""",113.23895490536825,23.077827447358478,113.24551072367327,23.083645415077116
笋！兴盛路一线路面咖啡馆67方租金34000卖860万,天河,猎德,临街门面?1层,兴盛路,66.0,860.0,118000.0,"""道路""",113.29045979074911,23.349001744393399,113.29689109406583,23.355290072402956
天河珠江新城 一线马路面 大型社区临街商铺 急售,天河,珠江新城西,临街门面?1层,星汇园商铺,104.55,1780.0,78900.0,"""地产小区""",113.32639201113637,23.128837195930715,113.33292495736542,23.134575934391738
旺铺 江南西路一线临街便利店30方售价880万,海珠,江南西,临街门面?1层,江南西路商铺,30.3,880.0,47800.0,"""道路""",113.27712660139113,23.10100655381085,113.2835570484255,23.10734233568354
6厘 带10年租约出售 建筑面积1083.66平 捡漏,海珠,广州塔,临街门面?1-2层,泓景花园A区艺泓路商铺,1083.66,2500.0,32700.0,"""地产小区""",113.33466127267519,23.103805296069074,113.34122401440139,23.109477698963837
急售（业主生意失败）江南西 万国奥特莱斯星巴克 收租2W,海珠,前进路,商业街店铺?1层,万国广场(商业),25.0,9.8,144800.0,"""购物""",113.27951411777475,23.10812911140032,113.28593672389256,23.114467189255028
大型成熟社区小区主出入口位69.7方售400万 位置好 捡漏,天河,粤垦,社区底商?1层,富力院士庭商铺,69.7,400.0,145600.0,"""地产小区""",113.3437319125592,23.157829113169958,113.35029784090816,23.163495098698787
大型成熟社区街铺88方 小区主出入口 售450万,海珠,赤岗,社区底商?1层,信步闲庭(海珠)商铺,88.33,450.0,142900.0,"""地产小区""",113.34143943689849,23.09464638011799,113.34801394540388,23.100308425710069
6厘报  越秀区一线路面街铺300方（一层）现售750万 笋,越秀,小北,临街门面?1层,应元社区应元路商铺,300.0,750.0,282900.0,"""地产小区""",113.27330161653092,23.1414094050569,113.2797202167542,23.147725227795623
急售 海珠区地铁旁医院旁明火餐饮铺人流量大租金高,海珠,赤岗,社区底商?1层,信步闲庭-广州市海珠区,77.0,390.0,199200.0,"""地产小区""",113.34143943689849,23.09464638011799,113.34801394540388,23.100308425710069
6厘 6厘一线街铺独栋1388平售价2700万 捡漏,越秀,海珠广场,临街门面?1-6层,一德路-道路-广州市越秀区,878.46,2700.0,162500.0,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
荔湾地铁上 独栋三层 明火餐饮铺门面超50米超靓独立电梯,荔湾,广钢新城,社区底商,广钢新城-广州市荔湾区,1978.0,8700.0,128400.0,"""NoClass""",113.24342163968457,23.073702053063067,113.24996424396857,23.079591253936408
江南西一线马路面街铺56方已建夹层  售500万 位置超笋,海珠,江南西,临街门面?1层,江南西-地铁站-广州市海珠区,56.26,500.0,78700.0,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
急售 鱼珠港 金融城独栋 地铁口内部单位明火餐饮铺高端商圈,黄埔,鱼珠,社区底商,保利鱼珠港-广州市黄埔区,600.0,2800.0,21600.0,"""地产小区""",113.42398796408294,23.109123973698833,113.43045748895475,23.115227491737945
大沙头三马路 地铁口旁 餐饮铺 连锁品牌租客 高租金,越秀,东山口,临街门面?1层,大沙头三马路商铺,120.0,1450.0,17500.0,"""道路""",113.30745195810914,23.048694847155436,113.31395137774836,23.054741816536489
业主急卖！临街商铺（增城万达广场）证件齐全房管局当天过户,增城,荔城富鹏,商业街店铺?1层,增城万达广场(商业),40.0,65.7,38000.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
超实用一楼复式商铺出。可做淘宝办公、甚至住宅,白云,同德围,社区底商?1层,广东省广州市白云区同景东街8号,55.0,118.0,94600.0,"""门址""",113.24410848407729,23.17210229500226,113.25064119168741,23.178001522818695
(年初笋铺!)45万买断华师地铁口临街旺铺 带租(茶理宜世),天河,龙口东,商业街店铺?1层,华南师范大学教师新村商铺,35.0,45.8,54600.0,"""教育""",113.57541388656108,23.309277385976487,113.58200138514563,23.31495045384623
（捡漏）天河车陂棠东 10万出售一手精准现楼公寓 月收租3千,天河,车陂,写字楼配套?1层,广氮花园天坤一路商铺,30.0,10.0,59400.0,"""地产小区""",113.40095370403424,23.142034569703648,113.40736853125641,23.148371117317497
星汇.海珠湾 一线临街餐饮旺铺 全新推出280万 内部特价,海珠,江燕路,商业街店铺?1层,星汇海珠湾商铺,66.0,280.0,80900.0,"""NoClass""",113.27316498426288,23.080661005068817,113.27961675144774,23.086982681014676
天河区珍珠铺 5收租 地铁口旁人流大 业主城意出售,天河,燕塘,临街门面?1层,燕侨大厦(商业),46.5,280.0,54300.0,"""商务大厦""",113.33419945381266,23.16647083747971,113.34077228457085,23.17214772734754
广州东站！产权齐全（总计19.8万 租喜茶）月租22000,天河,天河北,商业街店铺?1层,广州东站(商业),20.0,19.8,60000.0,"""火车站""",113.33106212182011,23.155822667249358,113.33761986777337,23.1615183618579
可明火珍珠铺 广钢新城旺铺 随时可以入驻 业主急售,荔湾,西塱,临街门面?1层,中海花湾壹号商铺,23.0,190.0,44500.0,"""地产小区""",113.24533107787596,23.074511316033005,113.25186688561964,23.08043296965504
各付各税 海珠区独栋物业 单价1.9万 停车位25个 急售,海珠,下渡路,临街门面?1层,墩和路商铺,3700.0,7000.0,11900.0,"""道路""",113.31768136718537,23.09868660622941,113.32420983892173,23.10455380969877
海珠区滨江东路稳定租户年收入66万捡漏价1100万,海珠,中大,社区底商?2层,滨江东岸商铺,396.0,1100.0,195300.0,"""购物""",113.29979426296133,23.10989188728551,113.30624925119446,23.11606301910329
7厘收租 江南西商圈 地铁旁 品牌租客 铺型方正 业主急售,海珠,前进路,临街门面?1层,江南大道中商铺,40.0,450.0,110000.0,"""道路""",113.27856874105638,23.1128690996927,113.28498736890963,23.11920548654968
萝岗万达广场 临街旺铺 看铺方便 方便联系,黄埔,萝岗,商业街店铺?1-2层,萝岗万达广场(商业),265.0,1300.0,99500.0,"""NoClass""",113.27327125380468,23.178707421272646,113.2797222559149,23.185029696662406
金饭碗！广州蕞美星巴克（沙面岛丨卖断598万）带租48000,荔湾,长寿路,商业街店铺?1层,沙面大街社区沙面大街商铺,50.0,598.0,40000.0,"""地产小区""",113.25147108586518,23.11305797775149,113.25795337186874,23.1190815954416
越秀区五羊邨地铁站铁一中学旁3字头明火餐饮铺,越秀,共和路,临街门面?1层,金山阁商铺,1226.93,4486.0,106600.0,"""地产小区""",113.31592612313472,23.129297327797013,113.32242772698314,23.135189532537077
天河北路BRT线国企物业稳定收租,天河,天河公园,临街门面?1层,东方一路商铺,378.23,2500.0,10200.0,"""道路""",113.36555049576164,23.137173244960473,113.37204829101418,23.143091004921545
越秀区杨箕地铁站一线马路面明火餐饮铺20广告门,越秀,杨箕,临街门面?1层,中山一路商铺,282.99,3200.0,66300.0,"""道路""",113.31306834741,23.133126253035834,113.31956011520063,23.139067926636164
餐饮旺铺 年收租54万 体育西路一线旺铺 6厘收租 地铁旁,天河,体育西路,临街门面?1层,体育西路商铺,90.0,900.0,11900.0,"""道路""",113.20568472352839,23.486919609677448,113.21221697157691,23.492667000471657
鱼珠商圈 地铁口 内部单位 明火餐饮铺 门面大 企业总部多,黄埔,鱼珠,临街门面?1层,保利鱼珠港(商业),621.0,2900.0,57900.0,"""地产小区""",113.42398796408294,23.109123973698833,113.43045748895475,23.115227491737945
